geoid10,walk_min_venue,walk_min_rail,walk_min_28x28,euclid_km_venue,euclid_km_rail,network_method_walk,walk_speed_kmh,detour_factor,venues_within_15min_walk,rail_within_15min_walk,projects_within_15min_walk,venues_within_30min_walk,rail_within_30min_walk,projects_within_30min_walk,venues_within_45min_walk,rail_within_45min_walk,projects_within_45min_walk,transit_min_to_venue_via_rail,rail_invehicle_min_to_venue_stop,within_30min_transit_venue,within_45min_transit_venue,scenario_S0_access,scenario_S1_delta,scenario_S2_delta,scenario_S3_delta,scenario_S1_access,scenario_S2_access,scenario_S3_access
06037543905,96.1313189326181,101.87936066571166,119.90097294772518,5.340628829589894,5.659964481428426,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,96.1313189326181,,False,False,0.11572798856212714,0.0,0.0,0.0,0.11572798856212714,0.11572798856212714,0.11572798856212714
06037139504,56.59011197607176,238.09340325780806,52.727908487089486,3.1438951097817642,13.227411292100447,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,56.59011197607176,,False,False,0.05303069002965818,0.14880222993842113,0.14880222993842113,0.0,0.2018329199680793,0.2018329199680793,0.05303069002965818
06037139503,63.80128887921165,245.33141873303828,58.02878054806736,3.5445160488450913,13.62952326294657,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,63.80128887921165,,False,False,0.05154677329175523,0.13529373083754354,0.13529373083754354,0.0,0.18684050412929876,0.18684050412929876,0.05154677329175523
06037139401,84.86215628518596,267.0917294926301,73.04997482346593,4.714564238065886,14.83842941625723,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,84.86215628518596,,False,False,0.047546867597951556,0.10680393949467844,0.10680393949467844,0.0,0.15435080709263,0.15435080709263,0.047546867597951556
06037137103,190.27747478840004,361.8688614146648,151.91872839948107,10.57097082157778,20.103825634148045,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,361.8688614146648,0.0,False,False,0.0355363948291629,0.03688181532834974,0.04514842806213123,0.0,0.07241821015751264,0.08068482289129413,0.0355363948291629
06037134905,162.65663983485894,345.22265379048963,135.80574096747384,9.036479990825496,19.179036321693864,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,345.22265379048963,0.0,False,False,0.037186196332370344,0.04980558825635614,0.05221581582200689,0.0,0.08699178458872649,0.08940201215437724,0.037186196332370344
06037134522,200.51370710261776,379.7958116628158,90.59730683983288,11.139650394589875,21.09976731460088,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,379.7958116628158,0.0,False,False,0.033915911610837034,0.03805582013281542,0.09437477640106898,0.0,0.07197173174365246,0.12829068801190602,0.033915911610837034
06037301206,101.85313749929139,133.8996426238192,174.01052799574666,5.658507638849522,7.438869034656622,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,101.85313749929139,,False,False,0.09055942289187699,0.0,0.0,0.0,0.09055942289187699,0.09055942289187699,0.09055942289187699
06037301205,109.82126339401412,142.89617124770575,172.1991351866637,6.101181299667451,7.938676180428098,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,109.82126339401412,,False,False,0.08534452803322493,0.0,0.0,0.0,0.08534452803322493,0.08534452803322493,0.08534452803322493
06037300301,226.059162937825,256.37370829417523,257.99004216550014,12.55884238543472,14.242983794120844,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,226.059162937825,,False,False,0.04943635602865703,0.0,0.0,0.0,0.04943635602865703,0.04943635602865703,0.04943635602865703
06037501002,116.265450049204,153.44220438015802,122.0791396141794,6.459191669400221,8.524566910008778,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,153.44220438015802,0.0,False,False,0.07994777601160587,0.018516811800046246,0.018516811800046246,0.0,0.09846458781165211,0.09846458781165211,0.07994777601160587
06037501001,105.8450018492738,160.54964688019558,128.15242816948495,5.8802778805152105,8.919424826677533,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,160.54964688019558,0.0,False,False,0.07667992184720984,0.017558065012462556,0.017558065012462556,0.0,0.0942379868596724,0.0942379868596724,0.07667992184720984
06037500404,63.864874168473875,137.20169653042785,140.42604773344385,3.548048564915215,7.622316473912657,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,137.20169653042785,0.0,False,False,0.08857296102708061,0.0,0.0,0.0,0.08857296102708061,0.08857296102708061,0.08857296102708061
06037481606,144.241905263676,93.62906732060922,98.61562194037614,8.013439181315333,5.201614851144957,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,144.241905263676,,False,False,0.12465439492584794,0.0,0.0,0.0,0.12465439492584794,0.12465439492584794,0.12465439492584794
06037500403,66.49437193087182,155.21575926584683,144.67134813608,3.6941317739373227,8.62309773699149,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,155.21575926584683,0.0,False,False,0.07910652693361453,0.005279158410236559,0.005279158410236559,0.005279158410236559,0.08438568534385109,0.08438568534385109,0.08438568534385109
06037433101,60.887681694360055,160.8433733943396,52.61954246371645,3.3826489830200033,8.9357429663522,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,160.8433733943396,0.0,False,False,0.07655061106523352,0.12561393706398943,0.12561393706398943,0.12561393706398943,0.20216454812922297,0.20216454812922297,0.20216454812922297
06037911001,773.2508060023242,694.334551807391,828.6443519544916,42.958378111240236,38.57414176707727,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,773.2508060023242,,False,False,0.018841229923386892,0.0,0.0,0.0,0.018841229923386892,0.018841229923386892,0.018841229923386892
06037910813,716.1275271226036,702.5669008885181,399.2198288657023,39.78486261792242,39.03149449380656,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,702.5669008885181,0.0,False,False,0.01862456903345759,0.01369449807116125,0.01369449807116125,0.0,0.03231906710461884,0.03231906710461884,0.01862456903345759
06037910716,785.077317121768,789.6368633891703,768.3597601076796,43.615406506764884,43.86871463273168,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,785.077317121768,,False,False,0.01660501645983402,0.0004519761696390179,0.0004519761696390179,0.0,0.017056992629473036,0.017056992629473036,0.01660501645983402
06037910715,798.9212423767688,803.2838998205241,776.5655768038682,44.38451346537604,44.62688332336245,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,798.9212423767688,,False,False,0.016327518930550445,0.0005522781703436418,0.0005522781703436418,0.0,0.016879797100894087,0.016879797100894087,0.016327518930550445
06037910714,827.726237111454,826.8250840136269,830.159097749375,45.98479095063633,45.93472688964594,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,827.726237111454,,False,False,0.015870022912389706,0.0,0.0,0.0,0.015870022912389706,0.015870022912389706,0.015870022912389706
06037910711,838.085255319427,839.8853837554897,815.8525051551223,46.560291962190384,46.6602990975272,detour_factor_1.35,4.5,1.35,0,0,0,0,0,0,0,0,0,838.085255319427,,False,False,0.015627098968042548,0.00045293124284360303,0.00045293124284360303,0.0,0.01608003021088615,0.01608003021088615,0.015627098968042548
